accession	message	sample_name	sample_title	bioproject_accession	organism	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	lat_lon	sample_location	sample_content	runid	libraryid
SAMN33821670	Successfully loaded	MQ211101-14			wastewater metagenome	2019-03-15	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	after primary settling	IWW	211101_NEW_M00878_0459_000000000-K24CB_1	LIB-RAND-A-1B-44
SAMN33821671	Successfully loaded	MQ211101-15			wastewater metagenome	2019-05-28	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	after primary settling	IWW	211101_NEW_M00878_0459_000000000-K24CB_1	LIB-RAND-A-1A-45
SAMN33821672	Successfully loaded	MQ211101-16			wastewater metagenome	2019-05-28	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	after primary settling	IWW	211101_NEW_M00878_0459_000000000-K24CB_1	LIB-RAND-A-1B-45
SAMN33821673	Successfully loaded	MQ211101-17			wastewater metagenome	2019-06-06	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	after primary settling	IWW	211101_NEW_M00878_0459_000000000-K24CB_1	LIB-RAND-A-1A-46
SAMN33821674	Successfully loaded	MQ211101-18			wastewater metagenome	2019-06-06	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	after primary settling	IWW	211101_NEW_M00878_0459_000000000-K24CB_1	LIB-RAND-A-1B-46
SAMN33821675	Successfully loaded	MQ211101-19			wastewater metagenome	2019-05-22	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	after primary settling	IWW	211101_NEW_M00878_0459_000000000-K24CB_1	LIB-RAND-A-1A-47
SAMN33821676	Successfully loaded	MQ211101-20			wastewater metagenome	2019-05-22	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	after primary settling	IWW	211101_NEW_M00878_0459_000000000-K24CB_1	LIB-RAND-A-1B-47
SAMN33821677	Successfully loaded	MQ211101-23			wastewater metagenome	2019-04-23	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	after primary settling	IWW	211101_NEW_M00878_0459_000000000-K24CB_1	LIB-RAND-A-1A-49
SAMN33821678	Successfully loaded	MQ211101-24			wastewater metagenome	2019-04-23	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	after primary settling	IWW	211101_NEW_M00878_0459_000000000-K24CB_1	LIB-RAND-A-1B-49
SAMN33821679	Successfully loaded	MQ211101-25			wastewater metagenome	2019-06-26	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	after primary settling	IWW	211101_NEW_M00878_0459_000000000-K24CB_1	LIB-RAND-A-1A-50
SAMN33821680	Successfully loaded	MQ211101-26			wastewater metagenome	2019-06-26	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	after primary settling	IWW	211101_NEW_M00878_0459_000000000-K24CB_1	LIB-RAND-A-1B-50
SAMN33821681	Successfully loaded	MQ211101-27			wastewater metagenome	2019-05-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	after primary settling	IWW	211101_NEW_M00878_0459_000000000-K24CB_1	LIB-RAND-A-1A-51
SAMN33821682	Successfully loaded	MQ211101-28			wastewater metagenome	2019-05-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	after primary settling	IWW	211101_NEW_M00878_0459_000000000-K24CB_1	LIB-RAND-A-1B-51
SAMN33821683	Successfully loaded	MQ211213-47			wastewater metagenome	2019-09-17	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-1
SAMN33821684	Successfully loaded	MQ211213-48			wastewater metagenome	2020-01-17	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-2
SAMN33821685	Successfully loaded	MQ211213-49			wastewater metagenome	2020-01-21	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-3
SAMN33821686	Successfully loaded	MQ211213-50			wastewater metagenome	2019-12-27	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-4
SAMN33821687	Successfully loaded	MQ211213-51			wastewater metagenome	2019-09-04	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-5
SAMN33821688	Successfully loaded	MQ211213-52			wastewater metagenome	2019-10-11	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-6
SAMN33821689	Successfully loaded	MQ211213-54			wastewater metagenome	2019-10-03	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-8
SAMN33821690	Successfully loaded	MQ211213-55			wastewater metagenome	2019-12-20	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-9
SAMN33821691	Successfully loaded	MQ211213-56			wastewater metagenome	2019-05-28	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-10
SAMN33821692	Successfully loaded	MQ211213-57			wastewater metagenome	2019-08-22	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-11
SAMN33821693	Successfully loaded	MQ211213-58			wastewater metagenome	2019-08-27	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-12
SAMN33821694	Successfully loaded	MQ211213-59			wastewater metagenome	2019-04-23	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-13
SAMN33821695	Successfully loaded	MQ211213-60			wastewater metagenome	2019-07-30	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-14
SAMN33821696	Successfully loaded	MQ211213-62			wastewater metagenome	2019-05-22	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-16
SAMN33821697	Successfully loaded	MQ211213-63			wastewater metagenome	2019-05-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-17
SAMN33821698	Successfully loaded	MQ211213-64			wastewater metagenome	2019-08-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-18
SAMN33821699	Successfully loaded	MQ211213-65			wastewater metagenome	2019-04-12	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-19
SAMN33821700	Successfully loaded	MQ211213-67			wastewater metagenome	2020-01-29	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-21
SAMN33821701	Successfully loaded	MQ211213-68			wastewater metagenome	2020-02-18	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-22
SAMN33821702	Successfully loaded	MQ211213-69			wastewater metagenome	2019-03-27	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-23
SAMN33821703	Successfully loaded	MQ211213-70			wastewater metagenome	2020-02-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-24
SAMN33821704	Successfully loaded	MQ211213-71			wastewater metagenome	2019-03-15	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-25
SAMN33821705	Successfully loaded	MQ211213-72			wastewater metagenome	2019-04-16	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-26
SAMN33821706	Successfully loaded	MQ211213-73			wastewater metagenome	2020-02-06	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-27
SAMN33821707	Successfully loaded	MQ211213-74			wastewater metagenome	2019-07-25	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-28
SAMN33821708	Successfully loaded	MQ211213-76			wastewater metagenome	2019-07-11	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-30
SAMN33821709	Successfully loaded	MQ211213-77			wastewater metagenome	2019-06-18	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-31
SAMN33821710	Successfully loaded	MQ211213-78			wastewater metagenome	2019-07-19	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-32
SAMN33821711	Successfully loaded	MQ211213-79			wastewater metagenome	2019-09-13	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-33
SAMN33821712	Successfully loaded	MQ211213-80			wastewater metagenome	2019-06-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-34
SAMN33821713	Successfully loaded	MQ211213-82			wastewater metagenome	2019-07-05	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-36
SAMN33821714	Successfully loaded	MQ211213-84			wastewater metagenome	2019-12-11	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-38
SAMN33821715	Successfully loaded	MQ211213-85			wastewater metagenome	2020-01-07	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-39
SAMN33821716	Successfully loaded	MQ211213-86			wastewater metagenome	2019-06-26	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-40
SAMN33821717	Successfully loaded	MQ211213-88			wastewater metagenome	2019-06-06	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-42
SAMN33821718	Successfully loaded	MQ211213-89			wastewater metagenome	2019-03-19	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-43
SAMN33821719	Successfully loaded	MQ211213-91			wastewater metagenome	2019-08-09	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-45
SAMN33821720	Successfully loaded	MQ211213-93			wastewater metagenome	2019-10-31	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-47
SAMN33821721	Successfully loaded	MQ211213-94			wastewater metagenome	2019-11-12	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-48
SAMN33821722	Successfully loaded	MQ211213-95			wastewater metagenome	2019-11-08	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-49
SAMN33821723	Successfully loaded	MQ211213-96			wastewater metagenome	2019-10-23	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-50
SAMN33821724	Successfully loaded	MQ211213-97			wastewater metagenome	2019-11-20	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (NV)	IWW	211213_M00878_0473_000000000-K5CDF_1	LIB-RANDNV-B-1A-51
SAMN33821725	Successfully loaded	MQ211110-1			wastewater metagenome	2020-02-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-1
SAMN33821726	Successfully loaded	MQ211110-3			wastewater metagenome	2020-02-06	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-3
SAMN33821727	Successfully loaded	MQ211110-4			wastewater metagenome	2020-02-18	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-4
SAMN33821728	Successfully loaded	MQ211110-5			wastewater metagenome	2019-10-31	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-5
SAMN33821729	Successfully loaded	MQ211110-6			wastewater metagenome	2020-01-29	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-6
SAMN33821730	Successfully loaded	MQ211110-7			wastewater metagenome	2019-11-12	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-7
SAMN33821731	Successfully loaded	MQ211110-10			wastewater metagenome	2020-01-07	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-10
SAMN33821732	Successfully loaded	MQ211110-11			wastewater metagenome	2019-11-08	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-11
SAMN33821733	Successfully loaded	MQ211110-12			wastewater metagenome	2020-01-17	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-12
SAMN33821734	Successfully loaded	MQ211110-14			wastewater metagenome	2020-01-21	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-14
SAMN33821735	Successfully loaded	MQ211110-15			wastewater metagenome	2019-12-20	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-15
SAMN33821736	Successfully loaded	MQ211110-16			wastewater metagenome	2019-12-11	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-16
SAMN33821737	Successfully loaded	MQ211110-17			wastewater metagenome	2019-12-27	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-17
SAMN33821738	Successfully loaded	MQ211110-18			wastewater metagenome	2019-10-23	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-18
SAMN33821739	Successfully loaded	MQ211110-19			wastewater metagenome	2019-07-30	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-19
SAMN33821740	Successfully loaded	MQ211110-20			wastewater metagenome	2019-05-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-20
SAMN33821741	Successfully loaded	MQ211110-21			wastewater metagenome	2019-04-23	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-21
SAMN33821742	Successfully loaded	MQ211110-22			wastewater metagenome	2019-06-06	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-22
SAMN33821743	Successfully loaded	MQ211110-23			wastewater metagenome	2019-11-20	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-23
SAMN33821744	Successfully loaded	MQ211110-24			wastewater metagenome	2019-05-28	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-24
SAMN33821745	Successfully loaded	MQ211110-26			wastewater metagenome	2019-05-22	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-26
SAMN33821746	Successfully loaded	MQ211110-28			wastewater metagenome	2019-09-17	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-28
SAMN33821747	Successfully loaded	MQ211110-30			wastewater metagenome	2019-09-04	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-30
SAMN33821748	Successfully loaded	MQ211110-31			wastewater metagenome	2019-07-25	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-31
SAMN33821749	Successfully loaded	MQ211110-32			wastewater metagenome	2019-10-11	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-32
SAMN33821750	Successfully loaded	MQ211110-33			wastewater metagenome	2019-09-13	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-33
SAMN33821751	Successfully loaded	MQ211110-34			wastewater metagenome	2019-07-19	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-34
SAMN33821752	Successfully loaded	MQ211110-35			wastewater metagenome	2019-10-03	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-35
SAMN33821753	Successfully loaded	MQ211110-37			wastewater metagenome	2019-03-15	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-37
